"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 12 17:14:43 UTC 2026","Mon Jan 12 17:14:43 UTC 2026","122","tests","test_page_login","TestsLogin","","","Логин с пустыми полями","Пустые логин и пароль"
"passed","Mon Jan 12 17:14:49 UTC 2026","Mon Jan 12 17:14:50 UTC 2026","1647","tests","test_burger_menu","","","","Получение списков 'Названия' и 'Локаторы' кнопок в 'Бургер меню'","Получение списков 'Названия' и 'Локаторы' кнопок в 'Бургер меню'"
"passed","Mon Jan 12 17:14:51 UTC 2026","Mon Jan 12 17:14:53 UTC 2026","1933","tests","test_burger_menu","","","","Получение информации о сайте (пункт 'About' в 'Бургер меню')","Получение информации о сайте (пункт 'About' в 'Бургер меню')"
"passed","Mon Jan 12 17:14:43 UTC 2026","Mon Jan 12 17:14:48 UTC 2026","5184","tests","test_page_login","TestsLogin","","","Логин performance_glitch_user","Медленный пользователь"
"passed","Mon Jan 12 17:14:42 UTC 2026","Mon Jan 12 17:14:43 UTC 2026","132","tests","test_page_login","TestsLogin","","","Логин заблокированного пользователя","Пользователь заблокирован"
"passed","Mon Jan 12 17:14:42 UTC 2026","Mon Jan 12 17:14:42 UTC 2026","132","tests","test_page_login","TestsLogin","","","Логин с неверным паролем","Неправильный пароль"
"passed","Mon Jan 12 17:14:42 UTC 2026","Mon Jan 12 17:14:42 UTC 2026","198","tests","test_page_login","TestsLogin","","","Успешный логин","Стандартный пользователь"
