"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 11 09:32:15 UTC 2026","Sun Jan 11 09:32:16 UTC 2026","679","tests","test_page_login","TestsLogin","","","Успешный логин","Стандартный пользователь"
"passed","Sun Jan 11 09:32:25 UTC 2026","Sun Jan 11 09:32:30 UTC 2026","5187","tests","test_page_login","TestsLogin","","","Логин performance_glitch_user","Медленный пользователь"
"passed","Sun Jan 11 09:32:16 UTC 2026","Sun Jan 11 09:32:20 UTC 2026","3654","tests","test_page_login","TestsLogin","","","Логин с неверным паролем","Неправильный пароль"
"passed","Sun Jan 11 09:32:20 UTC 2026","Sun Jan 11 09:32:24 UTC 2026","3642","tests","test_page_login","TestsLogin","","","Логин заблокированного пользователя","Пользователь заблокирован"
"passed","Sun Jan 11 09:32:24 UTC 2026","Sun Jan 11 09:32:24 UTC 2026","553","tests","test_page_login","TestsLogin","","","Логин с пустыми полями","Пустые логин и пароль"
